-0.556,-3.344
0.1835,0.0846
0.2728,-1.4886
12.5867,9.7211
14.527,11.4622
8.6443,9.3622
4.7374,9.8734
8.8507,10.7791
5.226,9.7226
13.0634,9.2696
7.5892,8.5531
18.287,9.2525
5.8879,9.1961
7.5515,9.7306
12.6101,9.7017
7.0818,8.5487
10.0691,10.0425
14.8412,10.0924
9.6869,8.9493
9.0325,9.5615
8.8294,9.0407
11.7023,9.8576
9.3664,8.286
11.561,10.487
7.3464,10.9901
5.6843,9.9781
9.1424,8.6828
10.5999,11.7026
10.2139,9.537
11.4136,10.1057
10.0878,9.5745
14.4967,10.4564
8.3282,9.892
7.6572,9.3917
7.9738,8.8657
12.458,9.709
11.7523,9.3299
9.8091,9.289
12.2758,9.7516
7.6888,8.3583
10.8717,9.2916
9.9501,9.5083
13.0174,10.5441
11.4142,9.3839
11.4745,11.7148
7.3684,10.1723
4.7847,11.3986
8.7417,10.7826
4.5507,11.7975
8.8715,10.5457
10.4769,9.7445
15.3309,8.352
10.9446,10.9106
9.9056,9.8818
9.5488,8.7724
10.1206,10.5127
10.2169,9.7277
8.4514,9.7207
13.9773,7.9134
10.1267,9.6722
14.6037,10.0555
14.6957,7.8761
11.4533,10.2801
14.3973,8.3587
9.5097,10.0661
8.4322,11.2166
8.929,12.0348
13.3336,10.9508
11.7687,8.9363
8.6368,10.5728
12.1426,11.3072
8.5218,9.1398
12.7167,9.1904
12.7617,11.1997
11.4425,9.6424
10.1299,10.5935
10.0322,12.1983
6.8672,8.9973
6.9108,9.4104
3.1096,9.3703
7.9341,10.0785
11.3212,8.7598
12.8462,11.8022
9.3413,11.5744
10.6293,11.9887
13.5332,8.4361
10.0589,11.0543
10.0966,9.9631
14.0153,9.2901
10.0554,10.3236
8.9445,9.9799
12.4508,10.4328
7.4426,8.8959
7.5046,10.0012
9.4942,9.168
8.1085,8.48
11.3214,9.96
6.0162,10.0286
14.2457,9.2601
14.1588,9.6765
10.6256,10.0978
14.432,10.1584
6.389,8.689
7.0348,-3.0658
8.34,0.0923
8.7809,-0.1616
9.1672,-1.5416
11.6093,1.4072
8.2856,0.7423
11.1932,1.2873
8.9545,0.5493
10.7323,1.4177
11.1162,-6.2337
11.1493,-3.8275
12.0674,-0.3081
8.4643,-0.1963
11.8356,-0.2947
9.802,0.0525
10.3644,1.4871
12.3661,-0.0119
11.0623,3.1102
12.5927,-0.5719
11.2452,2.3662
10.2437,-2.4322
9.7246,-1.4873
10.1735,0.4801
12.2048,-0.9504
11.2647,-3.3923
10.6627,-3.715
11.5213,-1.7738
10.429,0.1729
8.8663,-2.0366
11.0108,0.4144
10.386,5.8582
7.3033,1.9521
9.3843,-2.6598
12.5745,-2.3949
12.394,-0.8204
10.0741,2.9736
9.9028,1.0036
10.8372,1.0769
10.8746,-0.2473
11.235,3.4474
10.2161,0.6516
8.2207,-2.0253
7.6281,0.6467
12.2196,-1.5327
7.1145,3.8285
9.6338,3.2533
9.8036,-0.03
7.2154,2.1611
8.3634,0.9123
12.6722,1.1416
10.6481,-0.0008
8.6151,0.8191
12.9557,3.0233
10.1269,1.4036
8.9149,-0.9238
12.4498,3.4217
7.2635,-0.1273
8.1234,-5.664
12.4261,-0.2612
10.8744,-1.3033
10.2226,2.6064
7.7332,-0.2849
10.7207,-2.405
10.2122,-0.4018
11.1503,-0.0946
9.4188,-1.5694
8.6147,3.7924
8.9792,-0.5632
11.7708,0.8896
9.2528,-0.9964
10.9177,-0.558
9.3488,-1.4788
7.6067,-4.7444
11.5551,-0.2249
8.0969,0.5902
10.3026,-2.8005
11.8462,-3.3056
7.216,0.1278
8.7455,-1.9319
7.4194,-1.5464
8.8146,-1.7493
11.9537,-1.4226
8.2796,0.2097
8.4766,-0.6692
11.5164,-0.6
13.9588,0.5045
8.4176,0.7519
11.8705,1.6195
8.1047,2.1883
11.9604,-0.2953
9.135,-3.3695
8.3847,-2.8539
12.1661,-2.0249
8.5046,-0.4691
10.2454,-2.0712
12.328,-0.0223
7.5201,1.0
11.8534,-1.258
13.0044,-1.2422
10.9918,-2.1966
